Komisija,Padalinio pavadinimas,"Kategorija, kodas, taisyklių punktas",Pirkimo grupė,Pirkimo Nr.,Rašto  vizavimo data ,Vokų atplėšimo  data,"Sutarties, data ir Nr. arba PVM sąskaitos faktūros data ir Nr.",Laimėtojas,Laimėtojo nustatymo priežastis,Pirkimo suma 1 metams / įkainis   Lt,Pirkimo suma su sutarties pratęsimu Lt / galutinė suma 1 metams Lt,"Prekių, paslaugų, darbų pavadinimas",Tiekėjai,ŽAL,CPO,91 str.,Pastabos
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,136,2014-05-16,5/16/2014,2014-05-29 sutartis Nr. A64-68/14(3.10.22-AD4),"UAB ""Kalba LT""",Taisyklių 74.9 punktas,-,"2,475.00   ",Individualūs italų kalbos kursai,"UAB ""Kalba LT""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,137,2014-05-21,5/30/2014,2014-06-11 sutartis Nr. A62-44/14(3.1.21-AD4),"VšĮ ""Mes jėga""",Mažiausia kaina,-,"4,990.00   ",Joninių (Rasų) šventės organizavimas,"VšĮ ""Mes jėga""; UAB ""Fabeta""; Asociacija Funny beat""; UAB ""Tamsta""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 92300000-4,Paslaugos,138,2014-05-21,11/11/2014,2014-11-17 sutartis Nr. A64-189/14(3.10.22-AD4),"VšĮ ""Mes jėga""",Mažiausia kaina,-,"4,990.00   ",Kalėdinės šventės organizavimas,"VšĮ ""mes jėga""; UAB ""ProSound""; Asociacija Funny beat""; UAB ""Tamsta""",,,,
MK,"Švietimo, kultūros ir sporto departamentas",BVPŽ kodas 55300000-3,Paslaugos,139,2014-05-22,6/17/2014,2014-08-29 PVM sąskaita -faktūra Nr. PAT00942; 2014-10-30 PVM sąskaita-faktūra Nr. PAT00974,"UAB ""Patys""",Mažiausia kaina,"Kava - 3,50; Arbata - 2,30; Grietinėlė kavai - 0,50; Gaivieji gėrimai - 3,80; Saldainiai ""Sostinė"" - 58,00 lt/kg; Sausainiai - 22,00 Lt/kg","5,000.00   ",Svečių aptarnavimo paslaugos savivaldybės administraciniame pastate,"UAB ""Patys""",,,,
MK,Lazdynų seniūnija,BVPŽ kodas 45420000-7,Darbai,140,2014-05-22,6/3/2014,2014-06-13 sutartis Nr. A62-49/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,"3,409.78   ","Rinkimų apylinkių parengimas Referendumui ""Dėl Lietuvos Respublikos Konstitucijos 9, 47 ir 147 straipsnių pakeitimo įstatymos""","UAB  ""Deminta""; UAB ""Rudmė""; UAB ""Tavo aplinkos vizija""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 45421000-4,Darbai,141,2014-05-23,5/30/2014,2014-06-16 sutartis Nr. A62-50/14(3.10.21-AD4),"UAB ""Sigvalda""",Mažiausia kaina,-,"4,053.50   ",Rinkimų apylinkių įrengimas 2014 m. birželio 29 d. Fabijoniškių seniūnijoje,"UAB ""Sigvalda""; UAB ""Vilniaus Zunda""; UAB ""Srėdė"" ir Ko",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,142,2014-05-26,5/26/2014,2014-05-30 PVM sąskaita-faktūra AUD Nr. 053,Valstybės ir savivaldybių vidaus auditorių asociacija,Taisyklių 74.9 punktas,-,980.00   ,"Seminaras ""Vidaus auditorių profesinių gebėjimų tobulinimas""",Valstybės ir savivaldybių vidaus auditorių asociacija,,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 30192000-1,Prekės,143,2014-05-26,7/10/2014,2014-07-28 PVM sąskaita-faktūra Nr. ODPP02022; 2014-08-04 PVM sąskaita-faktūra Nr. ODPP02021,"UAB ""Officeday""",Taisyklių 74.8 punktas,-,"12,018.33   ","Prabangūs vizitinių kortelių dėklai, parkerių rinkiniai ir raktinės skirti dovanoti užsienio svečiams","UAB ""Officeday""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 22312000-0,Prekės,144,2014-05-26,5/30/2014,2014-06-05 PVM sąskaita-faktūra Nr. MFRG 01414,"UAB ""Metalo forma""",Mažiausia kaina,-,"12,015.30   ",Paveikslėliai,"UAB ""Metalo forma""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 39298500-2,Prekės,145,2014-05-26,12/3/2014,2014-12-04 PVM sąskaita-faktūra Nr. AM14/164,"UAB ""Amber""",Mažiausia kaina,-,"4,700.00   ",Papuošalai iš gintaro,"UAB ""Amber""",,,,
MK,Užsienio ryšių skyrius,BVPŽ kodas 22110000-4,Prekės,146,2014-05-26,6/25/2014,"2014-06-26 VšĮ  ""Terra Publica"" PVM sąskaita-faktūra Nr. TEP004979 (6431,00 Lt su PVM); 2014-07-01 R. Paknio leidykla, PVM sąskaita-faktūra Nr. PAK0009052 (3299,99 Lt su PVM)","VšĮ  ""Terra Publica""; R. Paknio leidykla",Taisyklių 74.8 punktas,-,"9,730.99   ",Knygos užsienio delegacijų atstovams,"VšĮ  ""Terra Publica""; R. Paknio leidykla",,,,
MK,Verkių seniūnija,BVPŽ kodas 92312200-3,Paslaugos,147,2014-05-26,5/27/2014,2014-05-30 sutartis Nr. A62-41/14(3.10.21-AD4),"Asociacija ""Balsių bendruomenė""",Mažiausia kaina,-,"3,000.00   ",Verkių seniūnijos renginių organizavimas,"Baltupių savivaldos centras ""Cedronas"";  Asociacija ""Balsių bendruomenė""; Asociacija ""Balsių sodai""",,,,
MK,Pilaitės seniūnija,BVPŽ kodas 45420000-7,Darbai,148,2014-05-26,6/26/2014,2014-06-26 sutartis Nr. A62-58/14(3.10.21-AD4),"UAB ""Medlain",Mažiausia kaina,-,"2,000.00   ",Rinkimų apylinkių paruošimas referendumui,"UAB ""Naujoji pilaitė; ""UAB ""Medlain""; UAB ADMI""",,,,
MK,Vilkpedės seniūnija,BVPŽ kodas 45421000-4,Darbai,149,2014-05-26,6/5/2014,2014-06-11 sutartis Nr. A62-45/14(3.10.21-AD4),"MB ""Alkuva""",Mažiausia kaina,-,"2,511.92   ",Stalių darbai,"MB ""Alkuva""; UAB ""STR statyba""; UAB LS ir Co statyba""",,,,
MK,Verkių seniūnija,BVPŽ kodas 45420000-7,Darbai,150,2014-05-29,5/29/2014,2014-06-04 sutartis Nr. A68-18/14(3.10.23-AD4),"UAB ""Alvora""",Mažiausia kaina,-,"4,475.45   ",Verkių seniūnijos rinkimų apylinkių inventoriaus montavimo ir remonto darbai,"UAB ""Alvora""; UAB ""Stebulė""; UAB ""Verkių būstas""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,151,2014-05-30,5/30/2014,2014-05-21 sąskaita-faktūra Nr. LKAS31/2014,Lietuvos kraštovaizdžio architektų sąjunga,Taisyklių 74.9 punktas,-,190.00   ,"Seminaras „Želdynų ir želdinių tvarkybos praktikos pagrindai""",Lietuvos kraštovaizdžio architektų sąjunga,,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 79952000-2,Paslaugos,152,2014-05-30,6/10/2014,2014-06-20 sutartis Nr. A64-84/14(3.10.22-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"4,997.30   ",Joninių šventės techninis aprūpinimas ir įgarsinimas,"UAB ""Trajana""; UAB ""Gerbūvio darbai""; UAB ""Stebulė""",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 45315100-9,Darbai,153,2014-05-30,10/29/2014,2014-06-21 sutartis Nr.A62-145/14(3.10.21-AD4),"UAB ""Švenčių studija""",Mažiausia kaina,-,"99,988.35   ",VMSA pastato (konstitucijos per. 3) Šv. Kalėdų šventinių papuošimų darbai,"UAB ""Švenčių studija""; UAB ""Ekspobalta"" (nepateikė pasiūlymo); UAB ""Aušros vartų meno galerija"" (nepateikė pasiūlymo)",,,,
MK,Šeškinės seniūnija,BVPŽ kodas 45421000-4,Darbai,154,2014-05-30,6/6/2014,2014-06-27 sutartis Nr. A62-67/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"3,751.00   ",Stalių darbai,"UAB ""Stebulė""; UAB ""Trajana""; UAB ""Metalo sprendimai""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,155,2014-06-04,6/4/2014,2014-06-12 sutartis Nr. A64-77/14(3.10.22-AD4),"UAB ""Kalba LT""",Taisyklių 74.9 punktas,-,"2,475.00   ",Individualūs anglų kalbos kursai,"UAB ""Kalba LT""",,,,
MK,Žirmūnų seniūnija,BVPŽ kodas 45420000-7,Darbai,156,2014-06-04,6/11/2014,2014-06-27 sutartis Nr.A62-64/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,"7,146.42   ",Rinkimų apylinkių įrengimas referendumui,"UAB ""Tavo aplinkos vizija""; UAB ""Balkonų renovacija""; UAB ""Rudmė""",,,,
MK,Saugaus miesto departamentas,BVPŽ kodas 18143000-3,Prekės,157,2014-06-05,10/7/2014,2014-10-08 PVM sąskaita-faktūra Nr. PTA11007266,"UAB ""DND Talis""",Mažiausia kaina,-,184.80   ,Apsaugos priemonės,"UAB ""DND Talis""; UAB ""Gevanta""; UAB ""Saugima""",,,,
MK,Saugaus miesto departamentas Administracinės veiklos skyrius,BVPŽ kodas 18815000-5,Prekės,158,2014-06-05,6/9/2014,2014-07-02 sutartis Nr. A68-19/14(3.10.23-AD4),"UAB ""Baltijos Arsenalas""",Mažiausia kaina,-,"8,153.17   ",Batai,"UAB ""Valrima""; UAB ""Baltijos Arsenalas""; UAB ""Tuma""; UAB ""Oksalis""",,,,
MK,Saugaus miesto departamentas Administracinės veiklos skyrius,BVPŽ kodas 18235400-9,Prekės,159,2014-06-05,6/26/2014,2014-07-25 sutartis Nr. A68-21/14(3.10.23-AD4),"UAB ""Tuma""",Mažiausia kaina,-,"9,909.90   ",Liemenės,"UAB ""Valrima""; UAB ""Baltijos Arsenalas""; UAB ""Tuma""; UAB ""Oksalis""; UAB ""Jagtekas""; UAB ""Saugima""",,,,
MK,Saugaus miesto departamentas Administracinės veiklos skyrius,BVPŽ kodas 38323000-5,Prekės,160,2014-06-05,10/14/2014,2014-12-01 PVM sąskaita-faktūra Nr. PTA11007707,"UAB ""DND Talis""",Mažiausia kaina,-,"2,489.00   ",Slankiosios liniuotės,"UAB ""Algrima""; UAB ""DSP Plius""; UAB ""DND Talis""",,,,
MK,Civilinės metrikacijos skyrius,BVPŽ kodas 45453100-8,Darbai,161,2014-06-05,6/11/2014,2014-06-19 sutartis Nr. A62-52/14(3.10.21-AD4),"UAB ""Eco inžinerija""",Mažiausia kaina,-,"9,984.67   ",Civilinės metrikacijos pastato patalpos atnaujinimo darbai,"UAB ""Docilis""; UAB ""Viprakas""; UAB ""Eco inžinerija""",,,,
MK,Naujininkų seniūnija,BVPŽ kodas 45420000-7,Darbai,162,2014-06-06,6/5/2014,2014-06-12 sutartis Nr. A62-48/14(3.10.21-AD4),"UAB ""Naujininkų ūkis""",Mažiausia kaina,-,"5,203.00   ",Rinkimų apylinkių įrengimas (Parlamento ir viešųjų susirinkimų pastatai),"UAB ""Naujininkų ūkis""; UAB ""Verkių būstas""; UAB ""Naujamiesčio būstas""",,,,
MK,Naujosios Vilnios seniūnija,BVPŽ kodas 45420000-7,Darbai,163,2014-06-06,6/16/2014,2014-06-26 sutartis Nr. A62-57/14(3.10.21-AD4),"UAB ""Priemiestis""",Mažiausia kaina,-,"4,398.35   ",Rinkimų apylinkių paruošimo darbai,"UAB ""Rakursas""; UAB ""Priemiestis""; UAB ""Aukštaitijos statyba""",,,,
MK,Miesto ūkio ir transporto departamentas,BVPŽ kodas 45316212-4 ,Darbai,164,2014-06-06,10/17/2014,2014-11-19 sutartis Nr. A62-142/14(3.10.21-AD4),"Ūkio subjektų grupė: UAB ""Biseris"" ir UAB ""Sankryža""",Mažiausia kaina,-,"369,806.71   ",Molėtų pl. ir Skersinės g. šviesoforinio posto įrengimas,"Ūkio subjektų grupė: UAB „Biseris“ ir UAB „Sankryža“;  Ūkio subjektų grupė:UAB „Maniga“ ir UAB „Tvirta“; UAB ""Fima""",,,,
MK,Miesto ūkio ir transporto departamentas,BVPŽ kodas 45316212-4 ,Darbai,165,2014-06-06,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,-,0.00   ,P. Lukšio g. ir J. Kubiliaus g. šviesoforinio posto įrengimas,Nebus vykdomas,,,,
MK,Pašilaičių seniūnija,BVPŽ kodas 45420000-7,Darbai,166,2014-06-06,6/11/2014,2014-06-27 sutartis Nr. A62-68/14(3.10.21-AD4),"UAB ""Namų priežiūros centras""",Mažiausia kaina,-,"2,900.00   ",6 rinkimų apylinkių Pašilaičių seniūnijos teritorijoje įrengimas referendumui dėl žemės pardavimo,"UAB ""Algrimas""; UAB ""Namų priežiūros centras""; UAB ""Rakursas""",,,,
MK,Aprūpinimo ir transporto skyrius,BVPŽ kodas 50411000-9,Paslaugos,167,2014-06-10,6/18/2014,2014-06-26 sutartis Nr. A64-86/14(3.10.22-AD4),"AB ""Vilniaus metrologijos centras""",Mažiausia kaina,-,936.18   ,Alkotesterio Alcovisor BAC su integruota spausdinimo įranga metrologinė patikra,"AB ""Vilniaus metrologijos centras""; UAB ""Capsa""; UAB ""Alkotesteris""",,,,
MK,Verkių seniūnija,BVPŽ kodas 92331210-5,Paslaugos,168,2014-06-11,6/13/2014,2014-06-30 sutartis Nr. A62-70/14(3.10.21-AD4),"Asociacija Baltupių savivaldos centras ""Cedronas""",Mažiausia kaina,-,"6,888.60   ",Vaikų ir jaunimo laisvalaikio užimtumo organizavimas,"Baltupių savivaldos centras ""Cedronas"";  Jeruzalės bendruomenės centras; Visorių bendruomenės asociacija ",,,,
MK,Senamiesčio seniūnija,BVPŽ kodas 45420000-7,Darbai,169,2014-06-11,6/13/2014,2014-06-20 sutartis Nr. A62-53/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,"2,668.05   ",Referendumo rinkimų apylinkių įrengimas,"UAB ""Rudmė""; UAB ""Senamiesčio ūkis""; UAB ""Naujininkų ūkis""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,170,2014-06-11,6/11/2014,2014-06-12 PVM sąskaita-faktūra E2010M Nr. 2445,"UAB ""Ekspertų mugė""",Taisyklių 74.9 punktas,-,363.00   ,"""Viešųjų pirkimų aktualijos ir perspektyvos""","UAB ""Ekspertų mugė""",,,,
MK,Grigiškių seniūnija,BVPŽ kodas 45420000-7,Darbai,171,2014-06-11,6/17/2014,2014-06-23 sutartis Nr. A62-54/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"1,294.70   ",Stalių ir dailidžių montavimo darbai,"UAB ""Stebulė""; UAB ""Naujininkų ūkis""; UAB ""Gedulis""",,,,
MK,Rasų seniūnija,BVPŽ kodas 45420000-7,Darbai,172,2014-06-11,6/19/2014,2014-06-27 sutartis Nr. A62-63/14(3.10.21-AD4),"UAB ""Senamiesčio ūkis""",Mažiausia kaina,-,"1,298.62   ",Stalių ir dailidžių montavimo darbai,"UAB ""Senamiesčio ūkis""; UAB ""Rasų valda""; UAB ""Statvilsta""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,173,2014-06-16,6/16/2014,2014-07-09 sutartis Nr. A62-92/14(3.10.22-AD4),"UAB ""Kalba LT""",Taisyklių 74.9 punktas,-,"3,712.50   ",Individualūs anglų kalbos kursai,"UAB ""Kalba Lt""",,,,
MK,Personalo departamentas,BVPŽ kodas 80522000-9,Paslaugos,174,2014-06-16,6/17/2014,2014-07-02 PVM sąskaita-faktūra Nr. TEG0249,"UAB ""Training Expert Group""",Taisyklių 74.9 punktas,-,"6,500.00   ","Programų Interreg IV C, Urbact II praktiniai administravimo klausimai","UAB ""Training Expert Group""",,,,
MK,Panerių seniūnija,BVPŽ kodas 45420000-7,Darbai,175,2014-06-16,6/20/2014,2014-06-25 sutartis Nr. A62-55/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"1,294.70   ",Rinkimų apylinkių įrengimo darbai (Referendumas dėl žemės),"UAB ""Stebulė""; UAB ""Trajana""; UAB ""Metalo sprendimai""",,,,
MK,Panerių seniūnija,BVPŽ kodas 45236290-9,Darbai,176,2014-06-16,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,Nebus vykdomas,0.00   ,"Sporto aikštelių, informacinių stendų įrengimo ir remonto darbai",Nebus vykdomas,,,,
MK,Panerių seniūnija,BVPŽ kodas 45236290-9,Darbai,177,2014-06-16,7/21/2014,2014-07-30 sutartis Nr. A62-84/14(3.10.21-AD4),"UAB ""Vokės technika""",Mažiausia kaina,-,"19,963.64   ","Gyventojų laisvalaikio, rekreacinių zonų tvarkymo priežiūros ir atnaujinimo darbai","UAB ""Vokės technika""; UAB ""E.m. auto""; UAB ""Gevalda""",,,,
MK,Miesto ūkio ir transporto departamentas Miesto tvarkymo skyrius,BVPŽ kodas 98371110-8,Paslaugos,178,2014-06-16,6/23/2014,2014-07-03 sutartis Nr. A64-89/14(3.10.22-AD4),"UAB ""INNTEC""",Mažiausia kaina,-,"12,040.00   ",Kapinių valymo sistemos įdiegimas,"UAB ""NetVision""; UAB ""INNTEC""; UAB ""SBS Group""",,,,
MK,Teisės departamentas,BVPŽ kodas 79100000-5,Paslaugos,179,2014-06-17,6/30/2014,2014-07-07 sutartis Nr. A64-90/14(3.10.22-AD4),"Advokatų profesinė bendrija ""Motieka ir Audzevičius""",Mažiausia kaina,-,"88,800.00   ",Teisės paslaugos,"Advokatų profesinė bendrija ""Motieka ir Audzevičius"", Advokatų kontora Glimstedt, Advokatų kontora MAQS",,,,
MK,Teisės departamentas,BVPŽ kodas 78100000-8,Paslaugos,180,2014-06-17,7/22/2014,2014-08-08 sutartis Nr. A64-110/14(3.10.22-AD4),"UAB ""Lietuvos rytas""",Mažiausia kaina,-,"41,828.27   ",Spausdinimo paslaugos,"UAB ""Lietuvos rytas""",,,,
MK,Grigiškių seniūnija,BVPŽ kodas 45236290-9,Darbai,181,2014-06-18,6/26/2014,2014-07-17 sutartis Nr. A62-78/14(3.10.21-AD4),"UAB ""Aiža""",Mažiausia kaina,-,"1,975.00   ","Vaikų žaidimo sporto aikštelių, suoliukų, informacinių stendų remontas","UAB ""Stebulė"" ; UAB ""Naujininkų ūkis: UAB ""Aiža""",,,,
MK,Naujamiesčio seniūnija,BVPŽ kodas 45420000-7,Darbai,182,2014-06-18,6/20/2014,2014-06-27 sutartis Nr. A62-61/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,"3,523.52   ","Rinkimų apylinkių įrengimas Naujamiesčio seniūnijoje: inventoriaus remonto, sumontavimo, demontavimo darbai","UAB ""Rudmė""; MB ""Eglsta""; UAB ""Grinda""",,,,
MK,Žvėryno seniūnija,BVPŽ kodas 45420000-7,Darbai,183,2014-06-18,6/20/2014,2014-06-27 sutartis Nr. A62-62/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,"1,955.36   ","Rinkimų apylinkių įrengimas Žvėryno seniūnijoje: inventoriaus remonto, sumontavimo, demontavimo darbai","UAB ""Rudmė""; MB ""Eglsta""; UAB ""Grinda""",,,,
MK,Verkių seniūnija,BVPŽ kodas 45236290-9,Darbai,184,2014-06-19,7/23/2014,2014-07-29 sutartis Nr. A62-81/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"10,865.80   ",Suolų ir šunų vedžiojimo aikštelių inventoriaus remontas,"UAB ""Stebulė"" ; UAB ""Jumesa""; UAB ""Alvora""",,,,
MK,Verkių seniūnija,BVPŽ kodas 45236290-9,Darbai,185,2014-06-19,7/23/2014,2014-07-29 sutartis Nr. A62-80/14(3.10.21-AD4),"UAB ""Stebulė""",Mažiausia kaina,-,"19,662.50   ","Verkių seniūnijos sporto aikštelių ir jų įrangos remonto, atnaujinimo darbai","UAB ""Stebulė"" ; UAB ""Metalo sprendimai""; UAB ""Alvora""",,,,
MK,Karoliniškių seniūnija,BVPŽ kodas 45420000-7,Darbai,186,2014-06-19,6/20/2014,2014-06-20 sutartis Nr. A62-60/14(3.10.21-AD4),"UAB ""Trajana""",Mažiausia kaina,-,"3,800.00   ",Rinkimų apylinkių įrengimo darbai,"UAB ""Trajana""; UAB ""Zunda; MB ""Rimbriga""",,,,
MK,Antakalnio seniūnija,BVPŽ kodas 45421000-4,Darbai,187,2014-06-19,6/25/2014,2014-06-27 sutartis Nr. A62-66/14(3.10.21-AD4),"UAB ""Naujininkų ūkis""",Mažiausia kaina,-,"4,114.00   ",Stalių darbai,"UAB ""Stebulė""; UAB ""Mano būstas""; UAB ""Naujininkų ūkis""",,,,
MK,Panerių seniūnija,BVPŽ kodas 45233200-1,Darbai,188,2014-06-20,8/11/2014,2014-11-29 sutartis NR. A72-2191 (3.1.36-UK),"UAB ""Vokės technika""",Mažiausia kaina,-,"19,989.20   ","Takų ir kitų kietų dangų, šaligatvių, trinkelių įrengimo, remonto darbai","UAB ""Vokės technika""; UAB ""E.m. auto""; UAB ""Gevalda""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 45236119-7,Darbai,189,2014-06-23,8/4/2014,2014-08-08 sutartis Nr. A62-86/14(3.10.21-AD4),"UAB ""Srėdė ir Ko""",Mažiausia kaina,"2,354.66 Lt","9,999.00   ",Seno tipo vaikų žaidimo aikštelių remontas ir atnaujinimas,"UAB ""Srėdė ir Ko""; UAB ""Vilniaus Zunda""; UAB ""Sanrem""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 80570000-0,Paslaugos,190,2014-06-23,7/24/2014,2014-07-29 sutartis Nr.A64-103/14(3.10.22-AD4),"VšĮ ""Padėk užaugti""",Mažiausia kaina,-,"9,900.00   ",Fabijoniškių seniūnijos neįgaliųjų vaikų kalbos įgūdžių lavinimo paslaugų pirkimas,"VšĮ ""Padėk užaugti""; Renata Žaladuonienė ""Kalbos dovana""; UAB ""Taurakalnio sveikatos namai"" (pasiūlymo nepateikė)",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 92331210-5,Paslaugos,191,2014-06-23,7/18/2014,2014-07-28 sutartis Nr. A64-100/14(3.10.22-AD4),"UAB ""Elijos vėjarožė""",Mažiausia kaina,-,"9,900.00   ",Fabijoniškių bendruomenės socialinę paramą gaunančių šeimų vaikų 7 dienių socialinės-edukacinės ir aktyvios veiklos organizavimas,"VšĮ ""Elijos vėjarožė""; UAB ""Sveikatos centras ""Energetikas""""; UAB ""Inauga""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 80590000-6,Paslaugos,192,2014-06-23,7/31/2014,2014-08-07 sutartis Nr. A64-107/14(3.10.22-AD4),Vilniaus Žirmūnų darbo rinkos mokymo centras,Mažiausia kaina,-,"9,849.00   ",Fabijoniškių bendruomenės kompiuterinio raštingumo mokymai EDCL,"Vilniaus Žirmūnų darbo rinkos mokymo centras; UAB ""Baltijos kompiuterių akademija""; UAB ""Protraining Academy""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 79952000-2,Paslaugos,193,2014-06-23,11/6/2014,2014-11-17 sutartis Nr. A64-188/14(3.10.22-AD4),"A. Šakinio ĮĮ ""Aulė""",Mažiausia kaina,-,"9,922.00   ",Renginio daugiavaikėms ir socialiai remtinoms šeimoms organizavimas,"A. Šakinio ĮĮ ""Aulė""; Fabijoniškių bendruomenės asociacija; UAB ""Fabeta""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 85323000-9,Paslaugos,194,2014-06-23,7/18/2014,2014-07-28 sutartis Nr. A64-102/14(3.10.22-AD4),"VšĮ ""Vyctoria Gym sporto ir laisvalaikio centras'",Mažiausia kaina,-,"9,994.60   ",Sporto mokymo ir sveikatingumo paslaugų pirkimas Fabijoniškių bendruomenei,"UAB ""Forum fitnes""; UAB ""Impuls LTU""; VšĮ ""Victoria gym sporto ir laisvalaikio centras""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 55243000-5,Paslaugos,195,2014-06-23,7/18/2014,2014-07-28 sutartis Nr. A64-101/14(3.10.22-AD4),"UAB ""Sveikatos centras energetikas""",Mažiausia kaina,-,"9,922.00   ","Socialinę paramą gaunančių šeimų vaikų, septynių dienų sportinės vasaros stovyklos organizavimas","VšĮ ""Elijos vėjarožė""; UAB ""Sveikatos centras ""Energetikas""""; UAB ""Inauga""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 45453000-7,Darbai,196,2014-06-23,9/25/2014,2014-10-07 sutartis Nr. A62-114/14(3.10.21-AD4),"UAB ""Kernavės būstas""",Mažiausia kaina,-,"19,880.30   ",Bendruomenės patalpų remontas,"UAB ""Amoras""; UAB ""kernavės būstas""; UAB ""Fabeta""",,,,
MK,Fabijoniškių seniūnija,BVPŽ kodas 45236290-9,Darbai,197,2014-06-23,8/4/2014,2014-08-08 sutartis Nr. A62-87/14(3.10.21-AD4),"UAB ""Vilniaus Zunda""",Mažiausia kaina,-,"5,700.00   ",Suoliukų remonto darbai,"UAB ""Vilniaus Zunda""; UAB ""Srėdė ir Ko""; UAB ""Sanrem""",,,,
MK,Turizmo skyrius,BVPŽ kodas 39500000-7,Prekės,198,2014-06-23,7/21/2014,2014-07-30 PVM sąskaita faktūra serija NS1407 Nr. 15,"UAB ""Naujas Sostapilis""",Mažiausia kaina,-,"12,070.00   ",Prijuostės,"UAB ""Naujas Sostapilis""",,,,
MK,Turizmo skyrius,BVPŽ kodas 19520000-7,Prekės,199,2014-06-23,7/21/2014,2014-10-02 PVM sąskaita faktūra Nr. BMD0001371,"UAB ""Baltmeda""",Mažiausia kaina,-,"12,075.80   ",Ženkliukai,"UAB ""Baltmeda""",,,,
MK,Turizmo skyrius,BVPŽ kodas 39221121-1,Prekės,200,2014-06-23,7/21/2014,2014-07-30 PVM sąskaita faktūra Nr. AL107113,"UAB ""Aola""",Mažiausia kaina,-,"12,060.00   ",Puodeliai,"UAB ""Aola""",,,,
MK,Turizmo skyrius,BVPŽ kodas 19640000-4,Prekės,201,2014-06-23,7/21/2014,2014-07-30 PVM sąskaita faktūra Serija NS1407 Nr. 14,"UAB ""Naujas Sostapilis""",Mažiausia kaina,-,"12,045.00   ",Maišeliai,"UAB ""Naujas Sostapilis""",,,,
MK,Turizmo skyrius,BVPŽ kodas 30192130-1,Prekės,202,2014-06-23,7/21/2014,2014-10-02 PVM sąskaita faktūra Nr. AL141007,"UAB ""Aola""",Mažiausia kaina,-,"12,051.60   ",Pieštukai,"UAB ""Aola""",,,,
MK,Justiniškių seniūnija,BVPŽ kodas 45420000-7,Darbai,203,2014-06-25,6/26/2014,2014-06-25 sutartis Nr. A252-333/14(3.10.18E-S4),"UAB ""Rudmė""",Mažiausia kaina,-,"2,450.25   ",Stalių darbai,"UAB ""Jurita""; UAB ""Parnasas""; UAB ""Rudmė""",,,,
MK,Viršuliškių seniūnija,BVPŽ kodas 45420000-7,Darbai,204,2014-06-25,6/26/2014,2014-06-30 sutartis Nr. A62-69/14(3.10.21-AD4),"UAB ""Rudmė""",Mažiausia kaina,-,"1,998.92   ",Stalių darbai,"UAB ""Jurita""; UAB ""Parnasas""; UAB ""Rudmė""",,,,
MK,Investicinių projektų skyrius,BVPŽ kodas 45236290-9,Darbai,205,2014-06-25,10/9/2014,2014-11-04 sutartis Nr.A62-130/14(3.10.21-AD4),Rimantas Keturka,Mažiausia kaina,-,"80,000.00   ",Skulptūros pagaminimas ir pastatymas,Rimantas Keturka,,,,
